sample_id,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
2163,1,8,1,10,1,1,1,13,27,8,10,0,0,0,1,0,0,20,0,0,6,6,0,0,0,0,5,5,0,0,0,8.9,1.4,3.51,Dropout
2164,1,8,4,12,1,1,1,1,1,4,4,1,0,0,1,0,0,23,0,0,7,7,6,13.79666667,0,0,8,11,7,13.775,0,12.4,0.5,1.79,Graduate
2165,1,1,2,15,1,1,1,1,1,4,4,1,0,0,1,0,0,18,0,0,6,6,6,14.83333333,0,0,6,6,6,15.33333333,0,12.7,3.7,-1.7,Graduate
2166,1,15,1,10,1,14,1,1,1,10,4,1,0,0,1,0,0,20,0,3,6,6,6,12.83333333,0,2,6,6,6,13.83333333,0,12.4,0.5,1.79,Graduate
2167,1,8,1,12,1,1,1,23,27,6,10,1,0,0,1,0,1,18,0,0,8,8,7,14.96285714,0,0,8,8,7,14.96285714,0,10.8,1.4,1.74,Graduate
2168,1,1,6,9,1,1,1,23,28,10,10,1,0,0,1,0,0,20,0,0,5,8,4,12,0,0,5,8,5,11.2,0,11.1,0.6,2.02,Graduate
2169,1,9,2,12,1,1,1,1,3,4,3,1,0,0,1,0,0,18,0,0,7,8,7,12.4,0,0,8,9,8,12.8,0,16.2,0.3,-0.92,Graduate
2170,1,8,1,14,1,1,1,3,3,3,2,1,0,0,1,0,0,20,0,0,6,7,6,15.57142857,0,0,6,6,6,17.16666667,0,16.2,0.3,-0.92,Graduate
2171,1,1,5,12,1,1,1,1,1,6,9,1,0,0,1,0,0,19,0,0,8,8,7,13.71428571,0,0,8,8,7,13.71428571,0,12.7,3.7,-1.7,Graduate
2172,1,15,1,6,1,14,1,1,14,5,5,0,0,0,1,0,0,21,0,2,6,9,6,13.14285714,0,0,6,9,6,12.16666667,0,13.9,-0.3,0.79,Graduate
2173,2,4,1,5,1,17,1,22,1,10,8,0,0,0,1,0,0,33,0,0,6,7,6,15,0,0,6,8,3,11,0,11.1,0.6,2.02,Graduate
2174,1,1,1,6,1,1,1,10,2,5,3,0,0,1,0,0,0,24,0,0,5,6,1,13,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
2175,1,14,1,10,1,1,1,1,28,5,4,0,0,0,1,0,1,20,0,8,11,12,11,12,0,6,11,14,11,12.75,0,13.9,-0.3,0.79,Graduate
2176,1,1,1,2,1,1,1,13,28,10,2,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Graduate
2177,1,1,4,5,1,1,1,1,1,8,4,1,0,0,1,0,0,18,0,0,6,6,6,15.16666667,0,0,6,6,6,14.16666667,0,15.5,2.8,-4.06,Graduate
2178,1,14,1,3,0,6,1,19,24,1,1,0,0,1,1,0,0,29,0,1,6,9,4,12,0,1,6,13,2,10.5,0,7.6,2.6,0.32,Dropout
2179,1,8,1,12,1,1,1,1,1,6,6,0,1,0,1,0,0,18,0,0,7,7,7,13.64285714,0,0,8,11,8,14.77272727,0,16.2,0.3,-0.92,Graduate
2180,1,1,3,15,1,1,1,23,27,6,6,1,0,0,1,0,0,19,0,0,6,8,6,12.66666667,0,0,6,7,6,12.71428571,0,9.4,-0.8,-3.12,Graduate
2181,1,8,1,2,1,1,1,23,28,8,8,1,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Dropout
2182,1,8,1,10,1,1,1,13,14,6,5,0,0,0,1,0,1,18,0,0,6,8,5,10.8,0,0,6,9,6,10.5,0,12.4,0.5,1.79,Graduate
2183,1,14,1,12,1,1,1,13,14,8,8,0,0,0,1,0,1,19,0,0,7,9,6,14.25,0,0,8,11,8,13.06363636,0,16.2,0.3,-0.92,Graduate
2184,1,13,1,16,1,1,1,22,14,10,4,0,0,0,1,0,0,20,0,6,14,22,12,12.15384615,0,5,12,18,10,12.9,0,10.8,1.4,1.74,Dropout
2185,1,8,2,10,1,1,1,2,1,4,5,1,0,0,1,0,0,19,0,0,6,14,1,11.5,0,0,6,12,2,10.5,0,7.6,2.6,0.32,Enrolled
2186,1,8,1,11,1,1,1,13,14,8,6,1,0,0,1,0,1,19,0,0,6,10,4,12.25,0,0,6,9,3,12.33333333,0,9.4,-0.8,-3.12,Graduate
2187,1,1,1,5,1,1,1,13,27,5,5,0,0,0,1,0,1,18,0,1,6,8,6,12,1,0,6,12,5,11.14285714,0,13.9,-0.3,0.79,Enrolled
2188,1,1,6,12,1,1,1,13,28,6,8,1,0,0,1,0,1,18,0,0,8,8,8,13.40375,0,0,8,8,8,13.40375,0,9.4,-0.8,-3.12,Graduate
2189,1,8,1,11,1,1,1,3,1,3,4,0,0,0,1,0,1,19,0,0,6,15,6,11.33333333,0,0,6,9,3,12.66666667,0,9.4,-0.8,-3.12,Graduate
2190,1,8,4,15,1,1,1,1,1,6,6,0,0,1,1,1,0,20,0,0,6,7,5,12.2,0,0,6,6,6,12.33333333,0,12.7,3.7,-1.7,Dropout
2191,1,8,1,2,1,1,1,22,27,10,7,1,0,0,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Enrolled
2192,1,1,6,12,1,1,1,4,14,3,4,1,0,0,1,1,0,18,0,0,7,0,0,0,0,0,8,0,0,0,0,16.2,0.3,-0.92,Dropout
2193,1,12,1,4,1,1,1,3,1,3,5,0,0,1,0,1,0,35,0,0,6,8,5,16.16666667,0,0,6,10,4,16,0,8.9,1.4,3.51,Dropout
2194,1,8,1,7,1,1,1,13,28,10,8,0,0,0,1,1,0,18,0,0,5,10,3,11,0,0,5,6,3,11,1,16.2,0.3,-0.92,Enrolled
2195,1,1,1,2,1,1,1,22,14,6,9,1,0,0,1,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Graduate
2196,1,1,2,15,1,1,1,23,14,5,8,1,0,0,1,1,1,19,0,0,6,8,4,12,0,0,6,8,6,12.28571429,0,15.5,2.8,-4.06,Enrolled
2197,1,8,2,9,1,1,1,1,28,6,8,1,0,0,1,1,0,20,0,0,5,8,2,10.5,0,0,5,11,4,12.25,0,10.8,1.4,1.74,Enrolled
2198,1,14,1,5,1,1,1,1,1,5,8,1,0,0,1,1,0,19,0,3,6,7,3,11.66666667,0,1,6,13,4,10.33333333,0,13.9,-0.3,0.79,Enrolled
2199,1,1,3,9,1,1,1,23,28,10,10,1,0,0,1,1,0,19,0,0,5,8,3,11,0,0,5,7,2,10,0,12.7,3.7,-1.7,Dropout
2200,1,12,2,13,1,1,1,1,1,10,11,0,0,0,1,1,0,24,0,0,7,18,0,0,0,0,7,13,0,0,1,11.1,0.6,2.02,Dropout
2201,1,12,1,3,0,1,1,22,27,10,8,1,0,1,0,1,0,29,0,0,6,11,4,12.5,0,0,6,7,0,0,0,12.4,0.5,1.79,Dropout
2202,1,12,1,12,1,1,1,23,3,10,2,0,0,0,1,1,0,24,0,0,7,11,7,11.29444444,0,0,8,22,2,12.6,0,15.5,2.8,-4.06,Graduate
2203,1,8,2,11,1,1,1,13,28,7,7,1,0,0,1,1,0,19,0,0,6,8,5,11.2,0,0,6,11,4,12.5,0,15.5,2.8,-4.06,Graduate
2204,2,4,1,2,1,3,1,13,14,10,10,1,0,0,1,1,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Dropout
2205,1,3,2,5,1,1,1,1,1,5,11,1,0,0,1,1,0,18,0,0,6,7,5,13.2,0,0,6,6,5,11.8,0,16.2,0.3,-0.92,Graduate
2206,1,15,1,7,1,14,1,1,1,10,9,0,0,0,1,1,1,20,0,3,7,12,6,14.14285714,0,1,6,10,6,14.125,0,12.4,0.5,1.79,Enrolled
2207,1,1,5,9,1,1,1,24,29,4,4,1,0,0,0,1,0,18,0,0,5,0,0,0,0,0,5,0,0,0,0,11.1,0.6,2.02,Dropout
2208,1,14,1,9,1,1,1,22,14,10,9,0,0,0,1,1,0,22,0,0,5,5,0,0,0,0,5,9,3,13.33333333,2,16.2,0.3,-0.92,Enrolled
2209,1,8,2,9,1,1,1,23,28,5,8,1,0,0,1,1,1,22,0,0,5,7,3,12.33333333,0,0,5,9,3,10.57142857,0,10.8,1.4,1.74,Enrolled
2210,1,1,5,15,1,1,1,1,28,10,6,1,0,1,0,1,0,18,0,0,6,6,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,Dropout
2211,1,1,3,12,1,1,1,1,1,5,5,1,0,0,1,1,0,18,0,0,8,8,7,13.1,0,0,8,8,7,13.1,0,12.7,3.7,-1.7,Graduate
2212,1,1,1,5,1,1,1,22,27,10,10,1,0,0,1,1,0,19,0,0,6,6,6,13.5,0,0,6,6,6,13.16666667,0,9.4,-0.8,-3.12,Graduate
2213,1,1,1,7,1,1,1,23,14,6,6,0,0,0,1,1,0,19,0,0,5,7,5,10.2,0,0,5,8,3,12,0,10.8,1.4,1.74,Enrolled
2214,1,1,1,10,1,1,1,13,28,10,10,0,0,0,1,1,0,19,0,0,6,10,5,11.57142857,0,0,6,10,3,13,0,16.2,0.3,-0.92,Dropout
2215,1,15,1,4,1,14,1,13,14,10,8,1,0,1,1,1,0,21,0,0,6,7,6,15.28571429,0,0,6,6,6,15.16666667,0,12.4,0.5,1.79,Graduate
2216,1,1,2,15,1,1,1,3,1,3,5,0,0,0,1,1,0,19,0,0,6,9,5,12.6,0,6,10,16,8,11,1,8.9,1.4,3.51,Enrolled
2217,1,9,2,13,1,1,1,3,3,3,3,0,0,0,1,1,0,18,0,0,7,11,6,13.43333333,0,0,7,10,4,13.6,0,8.9,1.4,3.51,Graduate
2218,1,7,2,9,1,1,1,13,14,5,10,1,0,0,1,1,0,19,0,0,5,8,5,11.6,0,0,5,9,3,11,0,10.8,1.4,1.74,Dropout
2219,1,4,1,15,1,17,1,13,1,5,9,0,0,0,1,1,0,25,0,0,6,6,6,14.66666667,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate
2220,1,1,1,5,1,1,1,22,1,10,9,1,0,0,1,1,0,22,0,0,6,9,6,14.66666667,0,0,6,12,6,14.66666667,0,12.7,3.7,-1.7,Graduate
2221,1,12,1,12,1,1,1,1,1,5,10,0,0,0,1,1,0,24,0,0,8,8,7,12.74285714,0,0,8,8,7,12.74285714,0,12.7,3.7,-1.7,Graduate
2222,1,1,2,12,1,1,1,1,3,6,11,1,0,0,1,1,0,19,0,0,7,9,7,11.975,0,0,8,9,7,13.12857143,0,13.9,-0.3,0.79,Graduate
2223,1,14,1,7,1,1,1,3,1,3,4,0,0,0,1,1,0,18,0,0,5,9,4,12.25,0,0,5,11,3,11.66666667,0,13.9,-0.3,0.79,Enrolled
2224,1,8,1,2,1,1,1,23,27,5,7,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12,Dropout
2225,1,1,2,12,1,1,1,13,14,10,8,1,0,0,1,1,1,19,0,0,8,8,7,14.93571429,0,0,8,8,7,14.93571429,0,10.8,1.4,1.74,Graduate
2226,1,14,3,11,1,1,1,22,27,10,10,1,0,0,1,1,0,19,0,1,6,16,2,10.5,0,0,6,15,4,10,0,7.6,2.6,0.32,Dropout
2227,1,1,1,14,1,1,1,3,3,4,4,1,0,0,1,1,0,19,0,0,6,9,5,13.33333333,0,0,6,6,5,13,0,12.4,0.5,1.79,Graduate
2228,1,14,1,4,1,1,1,22,27,10,7,0,0,1,1,1,0,23,0,0,6,6,0,0,0,0,6,8,0,0,0,15.5,2.8,-4.06,Dropout
2229,2,12,1,15,1,1,1,22,28,10,4,0,0,0,1,1,0,47,0,0,6,12,5,13.8,0,0,6,13,4,14,0,12.7,3.7,-1.7,Dropout
2230,1,1,1,5,1,1,1,1,1,4,10,0,0,0,1,1,0,19,0,0,6,6,6,11.83333333,0,0,6,8,4,10.75,2,16.2,0.3,-0.92,Graduate
2231,1,1,4,2,1,1,1,1,28,5,9,1,0,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,Graduate
2232,1,1,1,2,1,1,1,3,3,3,3,1,0,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,Dropout
2233,1,14,1,9,1,1,1,1,3,2,2,0,0,0,1,1,0,28,0,0,5,9,2,10,0,0,5,9,0,0,0,15.5,2.8,-4.06,Dropout
2234,1,14,1,11,1,6,1,19,24,1,1,1,0,0,1,1,0,20,0,0,6,10,4,11.5,0,0,6,11,3,11.66666667,0,7.6,2.6,0.32,Dropout
2235,1,8,2,11,1,1,1,13,14,6,8,0,0,0,1,1,1,18,0,0,6,12,3,10.66666667,0,0,6,9,4,12,0,15.5,2.8,-4.06,Enrolled
2236,1,1,1,2,1,1,1,13,14,5,9,1,0,0,1,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,Graduate
2237,1,1,1,11,1,1,1,23,14,10,5,0,0,0,1,1,0,19,0,0,6,10,4,12.75,0,0,6,12,2,13,0,10.8,1.4,1.74,Enrolled
2238,1,12,1,11,1,12,1,23,27,5,6,0,0,1,0,1,0,24,0,0,6,7,0,0,0,0,6,7,0,0,0,16.2,0.3,-0.92,Dropout
2239,1,12,1,8,1,1,1,13,1,29,29,0,0,0,1,1,0,24,0,0,6,11,6,11.33333333,0,0,6,12,3,11.33333333,0,16.2,0.3,-0.92,Enrolled
2240,1,12,1,6,1,9,1,23,14,10,9,1,0,1,0,1,0,25,0,0,6,6,0,0,0,0,6,6,0,0,0,8.9,1.4,3.51,Enrolled
2241,1,12,1,11,1,1,1,3,1,4,5,0,0,0,1,1,0,28,0,0,6,10,6,13,0,0,6,8,5,12.2,0,13.9,-0.3,0.79,Graduate
2242,2,12,1,17,0,1,1,22,27,10,10,0,0,0,1,1,0,37,0,0,5,7,4,10.75,0,0,5,7,3,11.33333333,0,7.6,2.6,0.32,Enrolled
2243,1,14,1,7,1,1,1,1,28,5,8,0,0,0,1,1,0,19,0,0,5,8,5,12,0,0,5,12,2,10.5,0,13.9,-0.3,0.79,Enrolled
2244,1,8,4,12,1,1,1,23,27,6,8,1,0,0,1,1,1,18,0,0,7,7,7,13.46285714,0,0,8,8,8,13.90625,0,11.1,0.6,2.02,Graduate
2245,1,12,1,11,1,12,1,22,27,12,12,0,0,0,1,1,0,48,0,0,6,13,3,10,0,0,6,15,1,10,0,7.6,2.6,0.32,Dropout
2246,1,8,4,10,1,1,1,22,27,10,9,1,0,0,1,1,0,21,0,0,6,6,6,12.33333333,0,0,6,7,6,13.66666667,0,8.9,1.4,3.51,Graduate
2247,1,8,1,12,1,1,1,1,1,5,6,0,0,0,1,1,1,19,0,0,7,11,6,12.52857143,0,0,7,10,6,12.41666667,0,15.5,2.8,-4.06,Enrolled
2248,1,14,2,12,1,1,1,13,1,10,11,0,0,0,1,1,1,21,0,0,8,8,0,0,8,0,8,8,0,0,8,9.4,-0.8,-3.12,Enrolled
2249,1,15,1,7,1,1,1,22,10,10,9,1,0,1,0,1,0,23,0,0,5,6,0,0,0,0,5,7,0,0,0,13.9,-0.3,0.79,Dropout
2250,1,1,1,8,1,1,1,1,1,5,11,1,0,0,1,1,0,18,0,0,5,5,5,13.6,0,0,5,6,4,13.25,1,10.8,1.4,1.74,Graduate
2251,1,15,1,10,1,14,1,1,1,5,4,0,0,0,1,1,0,22,0,3,6,7,6,12.33333333,0,2,6,6,2,14,0,13.9,-0.3,0.79,Dropout
2252,1,7,1,2,1,1,1,13,27,10,8,1,0,0,1,1,0,25,0,9,13,16,10,11.45454545,0,5,11,13,7,12.25,0,12.4,0.5,1.79,Dropout
2253,1,4,1,6,1,15,1,5,3,3,3,0,0,1,1,1,0,27,0,8,13,13,8,13.5,2,5,11,12,5,14.4,0,11.1,0.6,2.02,Dropout
2254,1,12,1,7,1,9,1,19,24,1,1,0,0,0,0,1,0,49,0,0,5,5,0,0,0,0,5,6,0,0,0,10.8,1.4,1.74,Dropout
2255,1,12,1,17,0,1,1,13,27,6,6,0,0,0,0,1,0,31,0,0,5,5,2,11,0,0,5,0,0,0,0,12.7,3.7,-1.7,Dropout
2256,1,12,1,11,1,1,1,22,27,10,7,0,0,0,1,1,0,54,0,0,6,9,6,13.71428571,0,0,6,13,5,14.33333333,0,16.2,0.3,-0.92,Dropout
2257,1,4,1,1,1,15,1,23,27,6,7,1,0,1,0,1,0,25,0,18,21,26,21,12.36363636,0,12,16,21,12,12.25,1,11.1,0.6,2.02,Dropout
2258,1,15,1,4,1,14,1,5,3,3,3,0,0,0,1,1,0,20,0,1,7,13,3,10.66666667,0,0,6,14,2,11.5,0,15.5,2.8,-4.06,Enrolled
2259,1,4,1,5,1,3,1,4,4,3,3,0,0,0,1,1,0,28,0,0,6,9,2,12,0,0,6,10,3,12.66666667,0,12.7,3.7,-1.7,Dropout
2260,2,12,1,3,0,12,1,22,27,10,7,0,0,0,1,1,0,41,0,1,7,7,7,12.85714286,0,0,6,6,6,13.16666667,0,12.7,3.7,-1.7,Graduate
2261,1,1,2,14,1,1,1,1,14,5,5,0,0,0,1,1,1,19,0,0,6,10,6,13.125,0,0,6,9,6,12.71428571,0,11.1,0.6,2.02,Enrolled
2262,1,14,1,9,1,1,1,1,1,5,5,0,0,0,1,1,0,22,0,0,5,6,0,0,0,0,5,8,2,11.5,0,15.5,2.8,-4.06,Dropout
2263,1,1,1,11,1,1,1,2,1,3,4,0,0,0,1,1,0,34,0,0,6,13,2,13.5,0,0,6,6,0,0,0,15.5,2.8,-4.06,Dropout
2264,1,12,1,4,1,1,1,23,28,10,10,0,0,1,0,1,0,28,0,5,11,14,11,15.09090909,0,5,10,11,10,15,0,11.1,0.6,2.02,Dropout
2265,1,1,1,16,1,1,1,22,27,10,5,1,0,0,1,1,0,42,0,0,6,9,5,12.4,0,0,6,10,5,11.8,0,7.6,2.6,0.32,Enrolled
2266,1,9,1,6,1,1,1,1,14,4,6,0,0,0,0,1,0,21,0,0,6,10,5,14,0,0,6,11,4,14.8,0,11.1,0.6,2.02,Enrolled
2267,1,4,1,4,1,3,1,24,29,10,5,0,0,0,1,1,0,50,0,2,6,8,2,13.5,0,1,6,9,1,13,0,15.5,2.8,-4.06,Dropout
2268,1,1,4,9,1,1,1,3,1,4,5,1,0,0,1,1,0,19,0,0,5,5,0,0,0,0,5,5,0,0,0,12.4,0.5,1.79,Dropout
2269,1,14,1,12,1,1,1,3,4,3,5,0,0,0,1,1,0,18,0,0,7,12,4,12.65,0,0,7,10,3,10.66666667,0,16.2,0.3,-0.92,Dropout
2270,2,12,1,17,0,1,1,22,27,2,2,0,0,0,1,1,0,59,0,0,5,7,0,0,0,0,5,7,0,0,0,16.2,0.3,-0.92,Dropout
2271,2,4,1,17,0,3,1,19,24,13,13,1,0,0,0,1,0,33,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
2272,1,8,2,5,1,1,1,22,28,10,11,1,0,0,1,1,1,23,0,0,6,8,6,13.33333333,0,0,6,7,5,12.8,0,9.4,-0.8,-3.12,Graduate
2273,2,12,1,17,0,12,1,22,1,6,6,0,0,0,1,1,0,44,0,0,5,9,3,11.33333333,0,0,5,8,5,11.14285714,0,13.9,-0.3,0.79,Dropout
2274,2,1,4,3,0,1,1,19,24,1,1,1,0,0,1,1,0,37,0,0,6,0,0,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12,Dropout
2275,2,12,1,2,1,12,1,22,27,10,10,0,0,0,1,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Dropout
2276,1,1,2,17,0,1,1,1,3,5,3,0,0,0,0,1,0,22,0,0,5,7,3,11.66666667,0,0,5,8,2,10.5,2,7.6,2.6,0.32,Dropout
2277,2,12,1,3,0,12,1,22,27,7,7,0,0,0,1,1,0,49,0,0,6,8,6,12.16666667,0,0,6,8,6,14.42857143,0,12.4,0.5,1.79,Graduate
2278,1,16,1,15,1,1,1,1,32,6,4,1,0,0,1,1,0,23,0,0,6,7,6,13.33333333,0,0,6,6,4,12.75,0,11.1,0.6,2.02,Graduate
2279,1,1,1,5,1,1,1,1,1,5,10,1,0,0,1,1,0,19,0,0,6,7,5,11.4,0,0,6,10,3,11,3,7.6,2.6,0.32,Enrolled
2280,2,14,1,3,0,1,1,22,27,6,6,0,0,0,1,1,0,47,0,0,6,9,6,12.14285714,0,0,6,6,0,0,0,16.2,0.3,-0.92,Dropout
2281,1,14,1,4,1,1,1,1,2,5,3,0,0,0,1,1,0,28,0,9,18,36,17,13.05882353,1,6,12,15,12,12.30769231,0,15.5,2.8,-4.06,Graduate
2282,1,15,1,4,1,14,1,1,28,10,7,0,0,0,1,1,0,21,0,0,6,13,4,11.75,0,0,6,15,4,10.5,0,15.5,2.8,-4.06,Enrolled
2283,1,1,1,11,1,1,1,23,1,10,10,0,0,1,0,1,0,21,0,0,6,9,5,11.83333333,0,0,6,8,5,10,0,8.9,1.4,3.51,Dropout
2284,1,14,1,10,1,14,1,2,1,2,3,0,0,0,1,1,0,21,0,9,11,14,10,12.4,0,6,10,13,10,11.8,0,13.9,-0.3,0.79,Graduate
2285,1,1,1,5,1,1,1,13,28,5,5,0,0,0,1,1,0,20,0,1,6,8,6,13.42857143,1,0,6,12,4,11.5,0,13.9,-0.3,0.79,Enrolled
2286,2,13,1,9,1,1,1,22,27,10,10,0,0,0,0,1,0,49,0,0,5,5,0,0,0,0,5,9,0,0,0,10.8,1.4,1.74,Dropout
2287,1,12,1,17,0,1,1,13,27,7,9,0,0,0,1,1,0,40,0,0,5,5,5,11,0,0,5,5,5,13.4,0,15.5,2.8,-4.06,Graduate
2288,1,8,1,11,1,1,1,1,1,4,4,0,0,0,1,1,1,22,0,0,6,8,6,13.625,0,0,6,8,6,14.42857143,0,11.1,0.6,2.02,Graduate
2289,1,13,1,7,1,1,1,1,27,6,6,0,0,0,1,1,0,19,0,2,5,6,4,11.8,0,0,5,7,2,11.5,0,15.5,2.8,-4.06,Enrolled
2290,1,12,1,17,0,1,1,3,28,3,8,0,0,0,1,1,0,31,0,0,5,5,0,0,0,0,5,7,0,0,0,13.9,-0.3,0.79,Dropout
2291,1,13,1,7,1,1,1,5,5,3,3,0,0,0,1,1,0,30,0,1,6,9,2,15,0,1,6,7,2,13.5,0,15.5,2.8,-4.06,Dropout
2292,1,1,1,10,1,1,1,22,27,6,11,0,0,0,1,1,0,19,0,0,6,9,5,10.8,0,0,6,11,5,11,0,7.6,2.6,0.32,Graduate
2293,1,9,1,9,1,1,1,19,24,12,12,0,0,0,1,1,0,22,0,0,5,11,3,13.66666667,0,0,5,10,3,11.33333333,0,9.4,-0.8,-3.12,Dropout
2294,1,1,1,15,1,1,1,13,27,10,10,0,0,0,1,1,0,19,0,0,6,8,6,12.83333333,0,0,6,8,6,13.33333333,0,15.5,2.8,-4.06,Graduate
2295,1,8,1,2,1,1,1,1,27,5,10,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Dropout
2296,1,8,3,14,1,1,1,1,28,5,8,0,0,0,1,1,0,19,0,0,6,8,6,15.125,0,0,6,7,6,13.42857143,0,11.1,0.6,2.02,Graduate
2297,1,14,2,9,1,1,1,1,14,4,4,1,0,0,1,1,0,22,0,0,5,11,0,0,0,0,5,7,1,10,1,16.2,0.3,-0.92,Dropout
2298,1,1,1,10,1,1,1,4,5,3,3,0,0,0,1,1,0,22,0,0,6,10,5,11.4,0,0,6,8,5,11,0,10.8,1.4,1.74,Graduate
2299,1,1,1,10,1,1,1,1,1,5,5,0,0,0,1,1,0,19,0,0,6,12,4,12.25,0,0,6,9,6,11,0,9.4,-0.8,-3.12,Graduate
2300,1,12,1,11,1,14,1,1,1,6,11,0,0,0,0,1,0,26,0,0,6,0,0,0,0,0,6,0,0,0,0,16.2,0.3,-0.92,Dropout
2301,1,15,1,7,1,14,1,5,31,4,3,0,0,0,1,1,0,23,0,3,7,12,3,14,0,1,6,12,1,14,0,12.4,0.5,1.79,Enrolled
2302,1,8,1,5,1,1,1,13,14,8,8,0,0,0,1,1,0,18,0,0,6,7,6,12.33333333,0,0,6,10,5,10.8,4,16.2,0.3,-0.92,Enrolled
2303,1,1,1,9,1,1,1,22,27,10,10,0,0,1,1,1,1,22,0,0,5,8,5,10.66666667,0,0,5,11,2,11,0,15.5,2.8,-4.06,Enrolled
2304,1,9,5,7,1,1,1,3,2,3,4,1,0,0,1,1,0,19,0,0,5,9,5,11.83333333,0,0,5,9,5,14.71428571,0,12.4,0.5,1.79,Enrolled
2305,1,8,1,9,1,1,1,1,14,5,9,0,0,0,1,1,0,20,0,0,5,14,0,0,0,0,5,5,0,0,0,11.1,0.6,2.02,Dropout
2306,1,1,3,5,1,1,1,22,27,10,10,1,0,0,1,1,1,22,0,0,6,6,6,11.66666667,0,0,6,6,6,12.16666667,0,7.6,2.6,0.32,Enrolled
2307,1,4,1,8,1,3,1,2,28,3,4,1,0,0,0,1,0,18,0,2,5,7,2,13,0,0,5,5,0,0,0,12.7,3.7,-1.7,Dropout
2308,4,14,2,17,0,13,1,3,1,3,10,0,0,0,1,1,0,39,0,0,2,5,0,0,0,0,4,4,0,0,0,10.8,1.4,1.74,Dropout
2309,1,1,1,12,1,1,1,13,1,12,12,0,0,0,1,1,0,18,0,0,8,8,0,0,3,0,8,8,0,0,3,10.8,1.4,1.74,Dropout
2310,1,8,3,7,1,1,1,1,28,4,4,0,0,0,1,1,1,18,0,0,5,5,5,13,0,0,5,5,5,14.2,0,8.9,1.4,3.51,Graduate
2311,1,1,1,10,1,1,1,13,28,10,10,0,0,0,1,1,1,19,0,0,6,7,6,13.85714286,0,0,6,6,6,14,0,13.9,-0.3,0.79,Graduate
2312,1,1,1,12,1,1,1,1,14,10,10,0,0,0,1,1,0,18,0,0,7,7,6,13.39166667,0,0,8,8,8,12.4875,0,12.4,0.5,1.79,Graduate
2313,1,1,1,9,1,1,1,19,14,1,5,1,0,0,1,1,1,18,0,0,5,7,4,12.75,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
2314,1,15,1,8,1,14,1,22,27,7,7,1,0,0,1,1,0,22,0,0,5,7,4,14.5,0,0,5,5,5,14.6,0,10.8,1.4,1.74,Graduate
2315,1,1,1,10,1,1,1,1,1,4,5,0,0,0,1,1,0,19,0,0,6,7,6,12.16666667,0,0,6,6,6,12.16666667,0,12.4,0.5,1.79,Graduate
2316,1,1,1,8,1,1,1,13,27,10,9,1,0,0,1,1,0,18,0,0,5,5,5,15.4,0,0,5,5,5,15.6,0,12.7,3.7,-1.7,Dropout
2317,1,12,1,7,1,12,1,1,1,5,4,0,0,1,0,1,0,31,0,0,5,9,2,13.33333333,0,0,5,9,2,16,4,16.2,0.3,-0.92,Dropout
2318,1,12,1,17,0,1,1,3,1,4,4,0,0,0,1,1,0,28,0,0,5,5,0,0,0,0,5,5,0,0,0,12.7,3.7,-1.7,Dropout
2319,1,1,1,5,1,1,1,1,1,5,9,0,0,0,1,1,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,Dropout
